MACRO;UF;REGIAO_TURISTICA;MUNICIPIO;COD_IBGE;QUANTIDADE_EMPREGOS;QUANTIDADE_ESTABELECIMENTOS;QUANTIDADE_VISITAS_ESTIMADAS_INTERNACIONAL;QUANTIDADE_VISITAS_ESTIMADAS_NACIONAL;ARRECADACAO;CLUSTER
Sul;RS;Hortênsias;Picada Café;4314423;4;2;0;3.026; R$ -   ;D
Sul;RS;Rota das Araucárias;São João da Urtiga;4318424;0;0;0;10.609; R$ -   ;D
Sul;RS;Rota do Rio Uruguai;Tucunduva;4322103;0;0;747;0; R$ -   ;D
Centro-Oeste;GO;Região Turística da Chapada dos Veadeiros;São João dAliança;5220009;17;3;215;4.567; R$ -   ;D
Norte;TO;Serras Gerais;Rio da Conceição;1718659;0;0;0;0; R$ -   ;D
Nordeste;MA;Polo Munin;Icatu;2105104;0;0;0;7.432; R$ -   ;D
Nordeste;MA;Polo Cocais;São João do Soter;2111078;0;0;0;10.601; R$ -   ;D
Nordeste;AL;Costa dos Corais;Porto Calvo;2707305;11;2;0;0; R$ -   ;D
Nordeste;AL;Quilombos;Viçosa;2709400;7;2;0;36.106; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Andaraí;2901304;19;3;1.691;4.326; R$ -   ;D
Nordeste;BA;Vale do São Francisco;Curaçá;2909901;1;1;265;10.601; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Itaeté;2915007;1;1;0;14.505; R$ -   ;D
Sudeste;MG;Pedras Preciosas;Água Boa;3100609;2;1;0;2.624; R$ -   ;D
Sudeste;MG;Serras de Ibitipoca;Bom Jardim de Minas;3107505;9;3;120;0; R$ -   ;D
Sudeste;MG;Villas e Fazendas de Minas;Casa Grande;3114907;41;3;0;0; R$ -   ;D
Sudeste;MG;Campo das Vertentes;Cláudio;3116605;8;3;0;6.033; R$ -   ;D
Sudeste;MG;Serras Verdes do Sul de Minas;Congonhal;3117900;3;2;0;0; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Coronel Xavier Chaves;3119708;2;1;0;0; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Dores de Campos;3123007;2;1;0;7.494; R$ -   ;D
Sudeste;MG;Lago de Três Marias;Estrela do Indaiá;3124708;0;0;116;2.624; R$ -   ;D
Sudeste;MG;Diamantes;Felício dos Santos;3125408;0;0;0;2.624; R$ -   ;D
Sudeste;ES;Doce Pontões Capixaba;Mantenópolis;3203304;8;1;413;10.472; R$ -   ;D
Sudeste;ES;Montanhas Capixabas;Marechal Floriano;3203346;14;4;0;4.988; R$ -   ;D
Sudeste;ES;Vales e do Café;Mimoso do Sul;3203403;9;2;130;14.987; R$ -   ;D
Sudeste;ES;Doce Terra Morena;Montanha;3203502;17;3;121;10.562; R$ -   ;D
Sudeste;SP;VALE HISTÓRICO;São José do Barreiro;3549607;8;4;116;0; R$ -   ;D
Sul;SC;Caminho dos Canyons;Maracajá;4210407;0;0;0;0; R$ -   ;D
Sul;RS;Vale Germânico;Campo Bom;4303905;12;2;579;38.135; R$ -   ;D
Sul;RS;Vale Germânico;Dois Irmãos;4306403;8;2;370;14.888; R$ -   ;D
Sul;RS;Vale do Taquari;Encantado;4306809;6;4;89;10.472; R$ -   ;D
Sul;RS;Vale da Felicidade;Feliz;4308102;3;1;221;14.888; R$ -   ;D
Sul;RS;Vale do Paranhana;Igrejinha;4310108;21;2;159;0; R$ -   ;D
Sul;RS;Rota das Araucárias;Maximiliano de Almeida;4312203;0;0;75;0; R$ -   ;D
Sul;RS;Litoral Norte Gaúcho;Mostardas;4312500;5;5;535;16.472; R$ -   ;D
Sul;RS;Vale do Taquari;Muçum;4312609;0;0;0;648; R$ -   ;D
Centro-Oeste;GO;Região Turística Vale do Araguaia;Britânia;5203807;13;4;61;20.070; R$ -   ;D
Centro-Oeste;GO;Região Turística Vale do Araguaia;Nova Crixás;5214838;9;4;0;10.442; R$ -   ;D
Nordeste;MA;Polo Munin;Cachoeira Grande;2102374;0;0;0;4.567; R$ -   ;D
Nordeste;RN;Polo Seridó;Cerro Corá;2402709;4;1;0;18.306; R$ -   ;D
Nordeste;SE;Polo Sertão das Águas;Simão Dias;2807105;6;2;0;4.255; R$ -   ;D
Sudeste;MG;Mata Atlântica de Minas;Belo Oriente;3106309;2;1;140;0; R$ -   ;D
Sudeste;MG;Lago de Irapé;Botumirim;3108503;0;0;0;7.914; R$ -   ;D
Sudeste;MG;Villas e Fazendas de Minas;Cristiano Otoni;3120409;3;2;0;0; R$ -   ;D
Sudeste;MG;Serra do Brigadeiro;Divino;3122009;12;2;0;0; R$ -   ;D
Sudeste;MG;Guimarães Rosa;Inimutaba;3131109;0;0;0;4.335; R$ -   ;D
Sudeste;MG;Veredas do Paraopeba;Itaguara;3132206;10;3;120;24.996; R$ -   ;D
Sudeste;MG;Pedras Preciosas;Itaipé;3132305;0;0;182;0; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Itutinga;3134509;1;1;0;0; R$ -   ;D
Sudeste;MG;Grutas;Jequitibá;3135704;2;2;0;7.914; R$ -   ;D
Sudeste;MG;Caminhos Verdes de Minas;Mar de Espanha;3139805;3;1;170;10.278; R$ -   ;D
Sudeste;MG;Caminhos da Mantiqueira;Maria da Fé;3139904;9;3;0;0; R$ -   ;D
Sudeste;MG;Veredas do Paraopeba;Moeda;3142304;22;4;102;2.624; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Peçanha;3148608;10;2;0;2.624; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Piedade do Rio Grande;3150307;0;0;0;35.463; R$ -   ;D
Sudeste;MG;Guimarães Rosa;Pompéu;3152006;34;4;0;2.624; R$ -   ;D
Sudeste;SP;Águas do Oeste;Adamantina;3500105;28;5;368;29.822; R$ -   ;D
Sudeste;SP;Águas, Sabores e Saberes;Adolfo;3500204;1;1;0;0; R$ -   ;D
Sudeste;SP;Roteiro dos Bandeirantes;Araçariguama;3502754;9;2;0;0; R$ -   ;D
Sudeste;SP;Raízes do Interior Paulista;Laranjal Paulista;3526407;16;2;361;32.518; R$ -   ;D
Sudeste;SP;Coração do Tietê;Sabino;3544608;1;1;0;0; R$ -   ;D
Sul;PR;Norte do Paraná;Alvorada do Sul;4100806;2;1;0;19.762; R$ -   ;D
Sul;PR;Litoral do Paraná;Antonina;4101200;27;4;791;23.350; R$ -   ;D
Sul;PR;Norte do Paraná;Ibiporã;4109807;2;2;0;0; R$ -   ;D
Sul;PR;Corredores das Águas;Santo Inácio;4124509;7;2;0;0; R$ -   ;D
Sul;RS;Vale do Taquari;Arvorezinha;4301404;4;1;0;14.888; R$ -   ;D
Sul;RS;Vale do Taquari;Boqueirão do Leão;4302451;0;0;0;24.956; R$ -   ;D
Sul;RS;Termas e Lagos;Entre Rios do Sul;4306957;0;0;0;8.236; R$ -   ;D
Sul;RS;Termas e Lagos;Getúlio Vargas;4308904;7;2;77;591; R$ -   ;D
Sul;RS;Vale do Taquari;Ilópolis;4310306;0;0;0;0; R$ -   ;D
Sul;RS;Uva e Vinho;Monte Belo do Sul;4312385;1;1;0;0; R$ -   ;D
Sul;RS;Rota do Yucumã;Redentora;4315404;0;0;0;8.236; R$ -   ;D
Sul;RS;Vale da Felicidade;Salvador do Sul;4316501;0;1;79;0; R$ -   ;D
Sul;RS;Uva e Vinho;Serafina Corrêa;4320404;15;2;0;0; R$ -   ;D
Sul;RS;Rota do Yucumã;Tenente Portela;4321402;16;3;0;23.124; R$ -   ;D
Sul;RS;Uva e Vinho;Veranópolis;4322806;25;2;1.462;31.343; R$ -   ;D
Sul;MS;Vale das Águas;Batayporã;5002001;8;2;115;0; R$ -   ;D
Norte;TO;Serras Gerais;Taguatinga;1720903;7;3;0;18.804; R$ -   ;D
Nordeste;PB;Cariri;Cabaceiras;2503100;1;1;0;4.136; R$ -   ;D
Nordeste;PB;Brejo;Lagoa de Dentro;2508208;0;0;0;4.808; R$ -   ;D
Nordeste;PB;Brejo;Remígio;2512705;1;1;0;3.499; R$ -   ;D
Nordeste;PB;Brejo;Serraria;2515906;0;0;0;5.929; R$ -   ;D
Nordeste;SE;Polo Costa dos Coqueirais;Laranjeiras;2803609;17;2;0;0; R$ -   ;D
Nordeste;SE;Polo Sertão das Águas;Umbaúba;2807600;8;2;0;36.683; R$ -   ;D
Sudeste;MG;Mata Atlântica de Minas;Açucena;3100500;6;1;0;31.978; R$ -   ;D
Sudeste;MG;Montanhas e Fé;Paula Cândido;3148301;1;1;0;0; R$ -   ;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Pequi;3149606;2;1;0;0; R$ -   ;D
Sudeste;MG;Campo das Vertentes;São Francisco de Paula;3161205;73;1;0;2.624; R$ -   ;D
Sudeste;MG;Lago de Três Marias;São Gonçalo do Abaeté;3161700;18;6;0;0; R$ -   ;D
Sudeste;SP;VALE HISTÓRICO;Areias;3503505;1;1;112;0; R$ -   ;D
Sudeste;SP;MARAVILHAS  DO RIO GRANDE;Mira Estrela;3530003;0;0;0;22.372; R$ -   ;D
Sul;PR;Corredores das Águas;Flórida;4108106;0;0;149;0; R$ -   ;D
Sul;PR;Norte Pioneiro;Joaquim Távora;4112801;6;2;120;2.473; R$ -   ;D
Sul;PR;Norte Pioneiro;Ribeirão do Pinhal;4121901;3;2;0;12.519; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Irani;4207809;6;2;0;33.982; R$ -   ;D
Sul;SC;Caminho dos Canyons;Passo de Torres;4212254;0;0;2.126;0; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Presidente Getúlio;4214003;10;2;182;0; R$ -   ;D
Sul;SC;Serra Catarinense;Rio Rufino;4215059;0;0;0;8.042; R$ -   ;D
Sul;SC;Serra Catarinense;São José do Cerrito;4216800;0;0;0;3.943; R$ -   ;D
Sul;RS;Pampa Gaúcho;Dom Pedrito;4306601;30;5;1.042;2.525; R$ -   ;D
Sul;RS;Uva e Vinho;Nova Araçá;4312807;3;2;0;0; R$ -   ;D
Sul;RS;Uva e Vinho;Nova Bassano;4312906;4;2;128;0; R$ -   ;D
Sul;RS;Uva e Vinho;Nova Prata;4313300;39;3;1.098;2.236; R$ -   ;D
Sul;RS;Pampa Gaúcho;Pinheiro Machado;4314506;0;1;0;0; R$ -   ;D
Sul;RS;Vale do Rio Pardo;Vera Cruz;4322707;4;1;75;0; R$ -   ;D
Sudeste;MG;Serra Geral do Norte de Minas;Catuti;3115474;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Seridó;Jardim do Seridó;2405702;0;0;0;5.385; R$ -   ;D
Nordeste;RN;Polo Agreste/Trairi;Pedro Velho;2409803;0;0;0;303; R$ -   ;D
Nordeste;AL;Região da Caatinga;Santana do Ipanema;2708006;27;3;0;3.499; R$ -   ;D
Sudeste;MG;Pedras Preciosas;Ladainha;3137007;1;1;0;7.494; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Lagoa Dourada;3137403;4;2;0;0; R$ -   ;D
Sudeste;MG;Caminhos Verdes de Minas;Piau;3150109;0;0;0;7.914; R$ -   ;D
Sudeste;MG;Nascentes das Gerais e Canastra;São José da Barra;3162948;8;2;0;7.914; R$ -   ;D
Sudeste;MG;Grutas;São José da Lapa;3162955;2;1;61;0; R$ -   ;D
Sudeste;ES;Imigrantes;Itaguaçu;3202702;6;1;143;496; R$ -   ;D
Sudeste;SP;Circuito das Frutas;Morungaba;3532009;11;2;0;0; R$ -   ;D
Sudeste;SP;entre serras e aguas;Piracaia;3538600;0;2;498;19.885; R$ -   ;D
Sudeste;SP;Entre Rios, Serras  e Cafés.;Vargem Grande do Sul;3556404;19;4;363;0; R$ -   ;D
Sul;PR;Riquezas do Oeste;Assis Chateaubriand;4102000;14;4;0;32.428; R$ -   ;D
Sul;PR;Rotas do Pinhão;Balsa Nova;4102307;14;4;0;0; R$ -   ;D
Sul;PR;Vales do Iguaçu;Barracão;4102604;18;2;258;10.143; R$ -   ;D
Sul;PR;Terra dos Pinheirais;Bituruna;4102901;9;4;0;0; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Céu Azul;4105300;6;2;258;0; R$ -   ;D
Sul;PR;Vale do Ivaí;Faxinal;4107603;8;2;121;0; R$ -   ;D
Sul;PR;Corredores das Águas;Icaraíma;4109906;1;1;188;19.890; R$ -   ;D
Sul;PR;Corredores das Águas;Iguaraçu;4110003;23;1;0;0; R$ -   ;D
Sul;PR;Vales do Iguaçu;Mariópolis;4115309;0;0;0;11.214; R$ -   ;D
Sul;PR;Corredores das Águas;Nova Londrina;4117107;21;2;198;6.127; R$ -   ;D
Sul;PR;Terra dos Pinheirais;Rio Azul;4122008;7;2;64;0; R$ -   ;D
Sul;PR;Rotas do Pinhão;Rio Negro;4122305;19;3;0;15.578; R$ -   ;D
Sul;RS;Litoral Norte Gaúcho;Três Cachoeiras;4321667;0;0;731;0; R$ -   ;D
Sul;RS;Rota Águas e Pedras;Vicente Dutra;4323101;1;1;0;17.011; R$ -   ;D
Centro-Oeste;GO;Região Turística da Estrada de Ferro;Urutaí;5221809;0;0;0;2.591; R$ -   ;D
Norte;TO;Encantos do Jalapao;Novo Acordo;1715101;0;0;0;0; R$ -   ;E
Nordeste;MA;Polo Lagos e Campos Floridos;Arari;2101004;2;1;0;8.554; R$ -   ;D
Nordeste;MA;Polo Lagos e Campos Floridos;Penalva;2108306;0;0;0;1.834; R$ -   ;D
Nordeste;PB;Brejo;Dona Inês;2505709;0;0;0;4.477; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Barra da Estiva;2902807;15;2;207;0; R$ -   ;D
Sudeste;MG;Vale do Jequitinhonha;Medina;3141405;4;1;0;27.227; R$ -   ;D
Sudeste;MG;Lago de Furnas;Monsenhor Paulo;3142601;5;1;0;0; R$ -   ;D
Sudeste;MG;Lago de Três Marias;Morada Nova de Minas;3143500;0;0;91;4.335; R$ -   ;D
Sudeste;MG;Ouro;Nova Era;3144706;35;4;39;7.914; R$ -   ;D
Sudeste;MG;Alta Mogiana;Planura;3151602;16;4;232;0; R$ -   ;D
Sudeste;MG;Vale do Jequitinhonha;Ponto dos Volantes;3152170;1;1;0;6.699; R$ -   ;D
Sudeste;RJ;BAIXADA VERDE;Nilópolis;3303203;58;4;130;22.296; R$ -   ;D
Sudeste;RJ;VALE DO CAFÉ;Pinheiral;3303955;8;1;0;7.494; R$ -   ;D
Sudeste;SP;Lagos do Rio Grande;Guará;3517703;11;2;0;4.903; R$ -   ;D
Sudeste;SP;Águas, Sabores e Saberes;Ibirá;3519402;25;3;0;9.720; R$ -   ;D
Sudeste;SP;Caminhos da Mata Atlântica;Miracatu;3529906;0;0;0;0; R$ -   ;D
Sudeste;SP;Lagamar;Pedro de Toledo;3537206;5;1;0;0; R$ -   ;D
Sul;PR;Vales do Iguaçu;Ampére;4101002;10;4;724;14.813; R$ -   ;D
Sul;PR;Norte do Paraná;Assaí;4101903;1;1;182;305; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Entre Rios do Oeste;4107538;0;0;547;0; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Mercedes;4115853;2;1;0;0; R$ -   ;D
Sul;PR;Campos Gerais;Piraí do Sul;4119400;3;2;0;0; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Terezinha de Itaipu;4124053;26;2;4.472;7.130; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Serranópolis do Iguaçu;4126355;0;0;349;0; R$ -   ;D
Sul;PR;Riquezas do Oeste;Três Barras do Paraná;4127858;2;1;258;0; R$ -   ;D
Centro-Oeste;GO;Região Turística da Estrada de Ferro;Bonfinópolis;5203559;0;0;0;3.064; R$ -   ;D
Centro-Oeste;GO;Região Turística Lagos do Paranaíba;Caçu;5204300;10;4;0;11.600; R$ -   ;D
Centro-Oeste;GO;Região Turística Pegadas no Cerrado;Caiapônia;5204409;7;3;0;13.701; R$ -   ;D
Centro-Oeste;GO;Região Turística da Chapada dos Veadeiros;Cavalcante;5205307;26;6;0;9.021; R$ -   ;D
Centro-Oeste;GO;Região Turística Pegadas no Cerrado;Maurilândia;5213004;10;2;0;0; R$ -   ;D
Centro-Oeste;GO;Região Turística da Chapada dos Veadeiros;Teresina de Goiás;5221080;6;2;334;0; R$ -   ;D
Sudeste;SP;Alto Cafezal.;Gália;3516606;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Seridó;Florânia;2403806;0;0;0;26.807; R$ -   ;D
Nordeste;RN;Polo Agreste/Trairi;São José do Campestre;2412302;0;0;0;0; R$ -   ;D
Nordeste;RN;Polo Agreste/Trairi;Tangará;2414001;0;0;0;0; R$ -   ;D
Nordeste;PB;Cariri;Taperoá;2516508;2;1;132;18.906; R$ -   ;D
Nordeste;PE;FÉ E ARTE;Buíque;2602803;1;1;108;20.821; R$ -   ;D
Nordeste;SE;Polo Velho Chico;Poço Redondo;2805406;7;1;0;0; R$ -   ;D
Sudeste;MG;Vale do Jequitinhonha;Águas Formosas;3100906;7;2;91;2.624; R$ -   ;D
Sudeste;MG;Sertão Gerais;Brasília de Minas;3108602;5;4;735;0; R$ -   ;D
Sudeste;MG;Lago de Irapé;Coração de Jesus;3118809;0;0;0;0; R$ -   ;D
Sudeste;MG;Villas e Fazendas de Minas;Itaverava;3133907;1;1;0;0; R$ -   ;D
Sudeste;MG;Serras de Ibitipoca;Santa Rita de Jacutinga;3159308;4;1;0;15.091; R$ -   ;D
Sudeste;MG;Montanhas e Fé;São Pedro dos Ferros;3164001;1;1;0;0; R$ -   ;D
Sudeste;MG;Serras e Cachoeiras;São Sebastião da Vargem Alegre;3164431;0;0;0;0; R$ -   ;D
Sudeste;SP;Centro Paulista;Américo Brasiliense;3501707;0;0;246;0; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Itaipulândia;4110953;8;4;2.669;17.011; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Matelândia;4115606;0;0;1.920;21.010; R$ -   ;D
Centro-Oeste;MT;Associação de Turismo da Região Circuito das Águas - Aturcira;Arenápolis;5101308;6;3;0;284; R$ -   ;D
Centro-Oeste;GO;Região Turística da Chapada dos Veadeiros;Colinas do Sul;5205521;0;0;0;3.289; R$ -   ;D
Nordeste;CE;Cariri;Nova Olinda;2309201;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Agreste/Trairi;Sítio Novo;2413706;0;0;0;0; R$ -   ;E
Sudeste;SP;Circuito das Nações;Bastos;3505807;17;4;155;0; R$ -   ;D
Sudeste;SP;Pantanal Paulista;Castilho;3511003;10;2;381;18.727; R$ -   ;D
Sudeste;SP;Caminhos do Tietê;Igaraçu do Tietê;3520004;37;4;0;0; R$ -   ;D
Sudeste;SP;Pantanal Paulista;Itapura;3523008;0;0;234;0; R$ -   ;D
Sudeste;SP;Sol do Oeste;Rancharia;3542206;24;3;120;25.587; R$ -   ;D
Sudeste;SP;Entre Rios;Santa Clara d'Oeste;3546108;0;0;0;7.716; R$ -   ;D
Sudeste;SP;Altos de Paranapiacaba;Tapiraí;3553500;3;3;0;0; R$ -   ;D
Sudeste;SP;MARAVILHAS  DO RIO GRANDE;Valentim Gentil;3556107;7;1;0;25.587; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Lacerdópolis;4209201;2;1;0;0; R$ -   ;D
Sul;SC;VALE DAS ÁGUAS;Mondaí;4211009;2;1;440;0; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Pouso Redondo;4213708;65;3;122;8.042; R$ -   ;D
Sul;SC;Encantos do Sul SC;Balneário Rincão;4220000;0;0;0;0; R$ -   ;D
Sul;RS;Costa Doce;Barra do Ribeiro;4301909;0;0;0;2.236; R$ -   ;D
Sul;RS;Rota das Terras Encantadas;Quinze de Novembro;4315354;3;1;0;0; R$ -   ;D
Sul;RS;Rota Missões;Roque Gonzales;4316303;3;1;0;0; R$ -   ;D
Sul;RS;Delta do Jacuí;Santo Antônio da Patrulha;4317608;23;4;145;23.124; R$ -   ;D
Sul;RS;Rota das Terras Encantadas;Tio Hugo;4321469;0;0;0;0; R$ -   ;D
Sudeste;SP;Lagos do Rio Grande;Rifaina;3543600;12;2;236;0; R$ -   ;D
Sul;PR;Vale do Ivaí;São Pedro do Ivaí;4125803;0;0;0;0; R$ -   ;D
Sul;SC;Vale Europeu;Apiúna;4201257;29;3;0;17.011; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Presidente Nereu;4214102;0;0;129;11.214; R$ -   ;D
Sul;RS;Vale da Felicidade;Maratá;4311791;0;0;121;0; R$ -   ;D
Norte;PA;Região Turística do Alto Tapajós;Trairão;1508050;0;0;0;0; R$ -   ;E
Norte;TO;Vale dos Grandes Rios;Babaçulândia;1703008;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Serrano;Serrinha dos Pintos;2413557;0;0;0;0; R$ -   ;E
Nordeste;MA;Polo Amazônia Maranhense;Carutapera;2102903;3;2;232;2.402; R$ -   ;D
Nordeste;MA;Polo Floresta dos Guarás;Guimarães;2104909;0;0;130;4.161; R$ -   ;D
Nordeste;MA;Polo  São Luís;Raposa;2109452;2;2;66;3.551; R$ -   ;D
Nordeste;PB;Brejo;Pilões;2511608;0;0;0;756; R$ -   ;D
Nordeste;PE;ENGENHOS E MARACATUS;São Lourenço da Mata;2613701;12;2;414;14.505; R$ -   ;D
Sudeste;MG;Diamantes;Carbonita;3113503;1;2;0;0; R$ -   ;D
Sudeste;MG;Serras Verdes do Sul de Minas;Córrego do Bom Jesus;3119906;1;1;0;25.587; R$ -   ;D
Sudeste;MG;Veredas do Paraopeba;Jeceaba;3135407;1;1;182;0; R$ -   ;D
Sudeste;MG;Vale do Jequitinhonha;Jequitinhonha;3135803;22;3;0;8.515; R$ -   ;D
Sudeste;MG;Lago de Irapé;Montezuma;3143450;10;2;0;0; R$ -   ;D
Sudeste;MG;Grutas;Pedro Leopoldo;3149309;29;4;161;7.767; R$ -   ;D
Sudeste;MG;Pedras Preciosas;Poté;3152402;7;1;0;0; R$ -   ;D
Sudeste;MG;Águas;Soledade de Minas;3167806;35;2;0;7.914; R$ -   ;D
Sudeste;ES;Caparaó;Jerônimo Monteiro;3203106;0;0;122;0; R$ -   ;D
Sudeste;RJ;CAMINHOS DA MATA;Tanguá;3305752;3;1;0;20.761; R$ -   ;D
Sudeste;SP;Circuito das Nações;Maracaí;3528809;5;1;0;0; R$ -   ;D
Sul;PR;Corredores das Águas;Pérola;4118907;10;1;0;9.881; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Agrolândia;4200200;0;0;0;0; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Rio do Oeste;4214607;0;0;366;1.125; R$ -   ;D
Sul;MS;Rota Cerrado Pantanal;Alcinópolis;5000252;2;2;0;0; R$ -   ;D
Sul;MS;Caminhos da Natureza / Cone Sul;Eldorado;5003751;10;5;0;7.546; R$ -   ;D
Sul;MS;Caminhos da Natureza / Cone Sul;Japorã;5004809;0;0;0;8.061; R$ -   ;D
Centro-Oeste;MT;Região Turística Domo de Araguainha;Alto Araguaia;5100300;24;4;111;24.117; R$ -   ;D
Centro-Oeste;MT;Região Turística Norte Araguaia;São Félix do Araguaia;5107859;12;5;0;1.503; R$ -   ;D
Centro-Oeste;GO;Região Turística da Estrada de Ferro;Orizona;5215306;5;1;0;17.994; R$ -   ;D
Nordeste;BA;Caminhos do Oeste;Barra;2902708;3;2;137;8.866; R$ -   ;D
Sudeste;SP;Águas Sertanejas;Guaraci;3517901;2;1;0;22.066; R$ -   ;D
Sudeste;SP;Lagos do Rio Grande;Nuporanga;3533601;5;1;52;0; R$ -   ;D
Sudeste;SP;Lagos do Rio Grande;Patrocínio Paulista;3536307;2;1;0;0; R$ -   ;D
Sudeste;SP;Tietê Vivo;Santo Antônio do Aracanguá;3548054;2;1;0;4.903; R$ -   ;D
Sul;PR;Vale do Ivaí;Cambira;4103800;2;1;0;0; R$ -   ;D
Sul;PR;Ecoaventuras, Histórias e Sabores;Engenheiro Beltrão;4107504;7;3;0;0; R$ -   ;D
Sul;PR;Entre Matas, Morros e Rios;Mato Rico;4115739;0;0;0;11.214; R$ -   ;D
Sul;PR;Entre Matas, Morros e Rios;Palmital;4117800;2;2;258;0; R$ -   ;D
Sul;PR;Entre Matas, Morros e Rios;Roncador;4122503;2;1;0;16.041; R$ -   ;D
Sul;SC;Grande Oeste;Abelardo Luz;4200101;14;4;0;10.515; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Aurora;4201901;8;1;0;0; R$ -   ;D
Sul;SC;Caminho dos Príncipes;Rio Negrinho;4215000;24;6;743;3.410; R$ -   ;D
Sul;SC;Vale Europeu;São João Batista;4216305;12;2;0;0; R$ -   ;D
Sul;SC;Grande Oeste;São Lourenço do Oeste;4216909;25;3;140;24.783; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Vidal Ramos;4219200;6;2;0;0; R$ -   ;D
Sul;RS;Centro-Serra;Arroio do Tigre;4301206;1;1;0;0; R$ -   ;D
Sul;RS;Vale da Felicidade;Bom Princípio;4302352;1;1;170;24.956; R$ -   ;D
Sul;RS;Termas e Lagos;Campinas do Sul;4303806;0;0;231;8.236; R$ -   ;D
Sul;RS;Termas e Lagos;Gaurama;4308706;0;0;0;0; R$ -   ;D
Sul;MS;Integra Costa Leste - Vale do Aporé;Inocência;5004403;9;3;0;9.612; R$ -   ;D
Sul;MS;Caminhos da Natureza / Cone Sul;Itaquiraí;5004601;24;3;108;0; R$ -   ;D
Centro-Oeste;MT;Região Turística Norte Araguaia;Canabrava do Norte;5102694;0;1;0;0; R$ -   ;D
Centro-Oeste;MT;Região Turística  Pantanal Mato-Grossense;Vila Bela da Santíssima Trindade;5105507;0;0;111;1.548; R$ -   ;D
Centro-Oeste;MT;Região Turística Domo de Araguainha;Torixoréu;5108204;0;0;80;2.591; R$ -   ;D
Nordeste;MA;Polo Cocais;Igarapé Grande;2105203;0;0;258;5.598; R$ -   ;D
Nordeste;CE;Litoral Extremo Oeste;Barroquinha;2302057;0;0;121;16.903; R$ -   ;D
Nordeste;CE;Serras de Aratanha e Baturité;Pacatuba;2309706;2;2;136;12.693; R$ -   ;D
Nordeste;CE;LITORAL LESTE;Pindoretama;2310852;0;0;81;19.885; R$ -   ;D
Nordeste;RN;Polo Serrano;Riacho da Cruz;2410702;0;0;0;5.457; R$ -   ;D
Nordeste;PB;Brejo;Belém;2501906;0;0;0;6.609; R$ -   ;D
Nordeste;PE;FÉ E ARTE;Bom Conselho;2602100;7;2;0;4.293; R$ -   ;D
Sudeste;MG;Serras e Cachoeiras;Além Paraíba;3101508;17;4;319;17.687; R$ -   ;D
Sudeste;RJ;CAMINHOS DA SERRA;Bom Jardim;3300506;25;4;0;0; R$ -   ;D
Sudeste;RJ;CAMINHOS DA SERRA;Cordeiro;3301504;6;2;140;15.802; R$ -   ;D
Sudeste;RJ;ÁGUAS DO NOROESTE;Miracema;3303005;6;1;221;28.622; R$ -   ;D
Sudeste;SP;Entre Rios, Serras  e Cafés.;Aguaí;3500303;12;4;0;13.569; R$ -   ;D
Sul;PR;Corredores das Águas;Altônia;4100509;7;2;111;0; R$ -   ;D
Sul;PR;Vale do Ivaí;Borrazópolis;4103305;6;1;0;0; R$ -   ;D
Sul;PR;Lagos e Colinas;Guaraniaçu;4109302;2;1;258;16.084; R$ -   ;D
Sul;PR;Entre Matas, Morros e Rios;Turvo;4127965;0;1;0;9.881; R$ -   ;D
Sul;SC;Caminhos do Contestado;Itaiópolis;4208104;8;1;0;21.729; R$ -   ;D
